0,1,label
1.3535972870968177e-07,2.641684695963601e-06,0
1.1729445485056434e-07,2.691518106144961e-06,0
1.0451495683352572e-07,2.7863135063846067e-06,0
1.3417209115939726e-07,2.5761660703555026e-06,0
1.312047381488886e-07,2.861174102346819e-06,0
1.4141181325426056e-07,2.3199387365093213e-06,0
1.2656673971714593e-07,2.421727428908982e-06,0
1.349281123804561e-07,2.232408964817585e-06,0
1.1513207604441887e-07,2.4094833166284874e-06,0
1.6405659712968272e-07,2.1259632530270026e-06,0
1.3653198979202052e-07,1.9049295057103743e-06,0
1.2710043070959716e-07,2.71419340306709e-06,0
1.4273134952237414e-07,2.594875225896006e-06,0
1.1204209154647632e-07,2.308914927276462e-06,0
1.35278273791744e-07,1.9862431253201088e-06,0
1.2871571359232873e-07,2.3885910670116346e-06,0
1.0663718993999043e-07,2.160912961794001e-06,0
1.2543146186747427e-07,2.5852959561659903e-06,0
1.4973032421715586e-07,2.525828219148104e-06,0
1.0318062618153665e-07,2.6255085658218817e-06,0
1.0578559171839587e-07,2.9112568549557847e-06,0
0.0008213876596801362,0.0009720675345555567,1
3.9700136042096474e-08,4.680670435166364e-08,1
4.0240969545738354e-08,4.618678627349222e-08,1
3.6828052556338725e-08,4.3103759661387915e-08,1
3.645108825216862e-08,4.390139863029759e-08,1
3.8228910692727574e-08,4.6607082521411686e-08,1
4.2077033299042045e-08,4.77890543178578e-08,1
3.601502579225495e-08,4.33690338897238e-08,1
3.885259650574972e-08,4.579723452029811e-08,1
3.8971329083386265e-08,4.2528425290561175e-08,1
3.734935329975144e-08,4.171053352870278e-08,1
4.3000566755494947e-08,5.093054318179993e-08,1
4.025527835052848e-08,4.8258552297726607e-08,1
3.888172023106237e-08,4.4634059872864054e-08,1
3.907485674619959e-08,4.46397027504033e-08,1
3.9869852832097935e-08,4.8093211937623515e-08,1
4.082778858866471e-08,4.546281232675874e-08,1
4.247822210518348e-08,5.047848656277605e-08,1
4.028480622880533e-08,4.695426906121035e-08,1
3.6267554310028605e-08,4.599882469368548e-08,1
4.0173020361809864e-08,5.0706326852570546e-08,1
3.30557960995254e-08,3.99821807964362e-08,1
4.1065195637574355e-08,4.9024506337723324e-08,1
5.1404711856842886e-08,5.7712067635046904e-08,1
4.1911364906418143e-08,5.052654461733413e-08,1
3.314769777663038e-08,4.16368234369929e-08,1
3.609807826073611e-08,4.293166856399622e-08,1
3.4243079353858224e-08,4.0307989153010605e-08,1
4.52554649196139e-08,4.880834631734737e-08,1
3.8564245753504247e-08,4.614854506366868e-08,1
3.9065418400705076e-08,4.613291333957039e-08,1
3.215732586737357e-08,4.227257345807966e-08,1
4.100042230055959e-08,5.106455331348585e-08,1
4.599978683264995e-08,5.2470233508578696e-08,1
3.675333328917737e-08,4.1666292174515354e-08,1
3.844519801178135e-08,4.4480853400268254e-08,1
3.970111361137048e-08,4.6434864844540654e-08,1
4.81199794898188e-08,5.604638383201044e-08,1
4.111611000014738e-08,4.5914679608356954e-08,1
3.739902357410042e-08,4.183414385700669e-08,1
4.105775277735129e-08,4.869320699824384e-08,1
3.823973853200251e-08,4.5986603243814784e-08,1
4.070041331968457e-08,4.892497077676951e-08,1
0.0008193009303056637,0.0011072694878402193,1
0.0010549203897590265,0.0012591759741286453,1
0.0008157209119942484,0.0010029324595505007,1
0.0008245695660857881,0.0009949313953519566,1
0.0009832665971339406,0.0012885864626733592,1
0.0012610826637021776,0.0020646544242094904,1
0.0010798112213869706,0.0023418945570747103,1
0.0011939556678480599,0.001903720248771103,1
0.0013306911633178074,0.0019152816073412502,2
7.8272348000612e-08,1.947622557046545e-07,2
8.361892086963575e-08,7.743881036448511e-07,2
9.511905519823618e-08,9.191870972093778e-07,2
1.2244656422569576e-07,6.554886290390701e-07,2
1.0972310626849517e-07,6.128871307541503e-07,2
7.812111145969138e-08,3.9098857136898173e-07,2
9.692539214611148e-08,4.945725918885504e-07,2
7.894600943309118e-08,6.025042347861132e-07,2
8.844884418562423e-08,4.542751704400678e-07,2
9.45311132139371e-08,4.3144612715988286e-07,2
9.441983992237893e-08,4.421992002558052e-07,2
7.289505231833508e-08,2.772153341123179e-07,2
9.67926861454271e-08,5.083088040658925e-07,2
8.269527324004845e-08,4.701272591458551e-07,2
1.0799435515722703e-07,6.248221370099981e-07,2
9.063158181999174e-08,5.256330438411986e-07,2
9.10604950098408e-08,4.341358352791321e-07,2
7.243375953408998e-08,2.1897865405716933e-07,2
7.361662762338363e-08,3.460359764821663e-07,2
6.606510864499311e-08,1.668537131033724e-07,2
